matchup,event_url,market,selection,line,price,raw_text
,https://sportsbook.draftkings.com/event/dal-mavericks-%2540-tor-raptors/33762028,Game,,,+320,+320
,https://sportsbook.draftkings.com/event/dal-mavericks-%2540-tor-raptors/33762028,Spread,,,+320,+320
,https://sportsbook.draftkings.com/event/dal-mavericks-%2540-tor-raptors/33762028,DAL Mavericks,,,+320,+320
,https://sportsbook.draftkings.com/event/dal-mavericks-%2540-tor-raptors/33762028,+9.5,,,+320,+320
,https://sportsbook.draftkings.com/event/was-wizards-%2540-no-pelicans/33762029,POPULAR,,,+256,+256
,https://sportsbook.draftkings.com/event/was-wizards-%2540-no-pelicans/33762029,POPULAR,,,+238,+238
,https://sportsbook.draftkings.com/event/was-wizards-%2540-no-pelicans/33762029,Covered + Cookin’ 👨‍🍳,,,+256,+256
,https://sportsbook.draftkings.com/event/was-wizards-%2540-no-pelicans/33762029,Covered + Cookin’ 👨‍🍳,,,+238,+238
,https://sportsbook.draftkings.com/event/was-wizards-%2540-no-pelicans/33762029,Covered + Cookin’ 👨‍🍳,,,+136,+136
,https://sportsbook.draftkings.com/event/was-wizards-%2540-no-pelicans/33762029,Defense Drives the Win,,,+238,+238
,https://sportsbook.draftkings.com/event/was-wizards-%2540-no-pelicans/33762029,Home Heat + High Total,,,+136,+136
,https://sportsbook.draftkings.com/event/was-wizards-%2540-no-pelicans/33762029,"Road Win, Run It Up",,,+500,+500
,https://sportsbook.draftkings.com/event/was-wizards-%2540-no-pelicans/33762029,Spoilin’ the Party,,,+230,+230
,https://sportsbook.draftkings.com/event/was-wizards-%2540-no-pelicans/33762029,🧊 Ice Cold on the Road,,,+250,+250
,https://sportsbook.draftkings.com/event/was-wizards-%2540-no-pelicans/33762029,Game,,,+260,+260
,https://sportsbook.draftkings.com/event/was-wizards-%2540-no-pelicans/33762029,Spread,,,+260,+260
,https://sportsbook.draftkings.com/event/was-wizards-%2540-no-pelicans/33762029,WAS Wizards,,,+260,+260
,https://sportsbook.draftkings.com/event/was-wizards-%2540-no-pelicans/33762029,+8.5,,,+260,+260
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,Star Power Surge ✨,,,+340,+340
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,Star Power Surge ✨,,,+1800,+1800
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,Spark to the Finish,,,+1800,+1800
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,Crash & Conquer,,,+575,+575
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,Buckets on Both Ends 💥,,,+355,+355
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,Stat Sheet Stuffers,,,+365,+365
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,Twin Flames on Offense,,,+500,+500
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,Shootout With a Finish ♨️,,,+196,+196
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,From Tip to Triumph,,,+850,+850
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,Passing Clinic,,,+525,+525
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,Home Heat + High Total,,,+182,+182
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,Covered + Cookin’ 👨‍🍳,,,+256,+256
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,Defense Drives the Win,,,+230,+230
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,Spoilin’ the Party,,,+234,+234
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,Carry and Create,,,+440,+440
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,"Road Win, Run It Up",,,+345,+345
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,🧊 Ice Cold on the Road,,,+252,+252
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,Game,,,+154,+154
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,Spread,,,+154,+154
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,HOU Rockets,,,+154,+154
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,+4.5,,,+154,+154
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Point,,,+496,+496
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Point,,,+610,+610
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Point,,,+640,+640
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Point,,,+700,+700
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Point,,,+720,+720
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Point,,,+800,+800
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Point,,,+850,+850
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Point,,,+870,+870
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Point,,,+1000,+1000
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Points Scorer,,,+496,+496
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Points Scorer,,,+610,+610
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Points Scorer,,,+640,+640
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Points Scorer,,,+700,+700
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Points Scorer,,,+720,+720
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Points Scorer,,,+800,+800
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Points Scorer,,,+850,+850
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Points Scorer,,,+870,+870
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,1st Points Scorer,,,+1000,+1000
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,10+,,,+102,+102
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,6+,,,+110,+110
,https://sportsbook.draftkings.com/event/hou-rockets-%2540-sa-spurs/33762031,6+,,,+107,+107
,https://sportsbook.draftkings.com/event/ind-pacers-%2540-por-trail-blazers/33762032,POPULAR,,,+248,+248
,https://sportsbook.draftkings.com/event/ind-pacers-%2540-por-trail-blazers/33762032,POPULAR,,,+238,+238
,https://sportsbook.draftkings.com/event/ind-pacers-%2540-por-trail-blazers/33762032,Defense Drives the Win,,,+248,+248
,https://sportsbook.draftkings.com/event/ind-pacers-%2540-por-trail-blazers/33762032,Defense Drives the Win,,,+238,+238
,https://sportsbook.draftkings.com/event/ind-pacers-%2540-por-trail-blazers/33762032,Defense Drives the Win,,,+128,+128
,https://sportsbook.draftkings.com/event/ind-pacers-%2540-por-trail-blazers/33762032,Covered + Cookin’ 👨‍🍳,,,+238,+238
,https://sportsbook.draftkings.com/event/ind-pacers-%2540-por-trail-blazers/33762032,Home Heat + High Total,,,+128,+128
,https://sportsbook.draftkings.com/event/ind-pacers-%2540-por-trail-blazers/33762032,"Road Win, Run It Up",,,+550,+550
,https://sportsbook.draftkings.com/event/ind-pacers-%2540-por-trail-blazers/33762032,Spoilin’ the Party,,,+238,+238
,https://sportsbook.draftkings.com/event/ind-pacers-%2540-por-trail-blazers/33762032,🧊 Ice Cold on the Road,,,+250,+250
,https://sportsbook.draftkings.com/event/ind-pacers-%2540-por-trail-blazers/33762032,Game,,,+260,+260
,https://sportsbook.draftkings.com/event/ind-pacers-%2540-por-trail-blazers/33762032,Spread,,,+260,+260
,https://sportsbook.draftkings.com/event/ind-pacers-%2540-por-trail-blazers/33762032,IND Pacers,,,+260,+260
,https://sportsbook.draftkings.com/event/ind-pacers-%2540-por-trail-blazers/33762032,+8.5,,,+260,+260
,https://sportsbook.draftkings.com/event/ind-pacers-%2540-por-trail-blazers/33762032,Betting News,"Sometimes, there are losses that feel like moral victories. For the Los Angeles Lakers, last night's 120 defeat against the Denver Nuggets m",120,-113,"Sometimes, there are losses that feel like moral victories. For the Los Angeles Lakers, last night's 120-113 defeat against the Denver Nuggets might qualify, as the Lakers lost starting center Deandre Ayton early and tra"
,https://sportsbook.draftkings.com/event/ind-pacers-%2540-por-trail-blazers/33762032,"7:30 PM · Mar 06, 2026","Sometimes, there are losses that feel like moral victories. For the Los Angeles Lakers, last night's 120 defeat against the Denver Nuggets m",120,-113,"Sometimes, there are losses that feel like moral victories. For the Los Angeles Lakers, last night's 120-113 defeat against the Denver Nuggets might qualify, as the Lakers lost starting center Deandre Ayton early and tra"
,https://sportsbook.draftkings.com/event/ind-pacers-%2540-por-trail-blazers/33762032,"4:10 PM · Mar 06, 2026","Sometimes, there are losses that feel like moral victories. For the Los Angeles Lakers, last night's 120 defeat against the Denver Nuggets m",120,-113,"Sometimes, there are losses that feel like moral victories. For the Los Angeles Lakers, last night's 120-113 defeat against the Denver Nuggets might qualify, as the Lakers lost starting center Deandre Ayton early and tra"
,https://sportsbook.draftkings.com/event/chi-bulls-%2540-sac-kings/33762033,POPULAR,,,+244,+244
,https://sportsbook.draftkings.com/event/chi-bulls-%2540-sac-kings/33762033,POPULAR,,,+240,+240
,https://sportsbook.draftkings.com/event/chi-bulls-%2540-sac-kings/33762033,🧊 Ice Cold on the Road,,,+244,+244
,https://sportsbook.draftkings.com/event/chi-bulls-%2540-sac-kings/33762033,🧊 Ice Cold on the Road,,,+240,+240
,https://sportsbook.draftkings.com/event/chi-bulls-%2540-sac-kings/33762033,🧊 Ice Cold on the Road,,,+345,+345
,https://sportsbook.draftkings.com/event/chi-bulls-%2540-sac-kings/33762033,Defense Drives the Win,,,+240,+240
,https://sportsbook.draftkings.com/event/chi-bulls-%2540-sac-kings/33762033,Home Heat + High Total,,,+345,+345
,https://sportsbook.draftkings.com/event/chi-bulls-%2540-sac-kings/33762033,"Road Win, Run It Up",,,+180,+180
,https://sportsbook.draftkings.com/event/chi-bulls-%2540-sac-kings/33762033,Spoilin’ the Party,,,+228,+228
,https://sportsbook.draftkings.com/event/chi-bulls-%2540-sac-kings/33762033,Covered + Cookin’ 👨‍🍳,,,+260,+260
,https://sportsbook.draftkings.com/event/chi-bulls-%2540-sac-kings/33762033,Game,,,+142,+142
,https://sportsbook.draftkings.com/event/chi-bulls-%2540-sac-kings/33762033,Spread,,,+142,+142
,https://sportsbook.draftkings.com/event/chi-bulls-%2540-sac-kings/33762033,CHI Bulls,,,+142,+142
,https://sportsbook.draftkings.com/event/chi-bulls-%2540-sac-kings/33762033,-3.5,,,+142,+142
,https://sportsbook.draftkings.com/event/chi-bulls-%2540-sac-kings/33762033,Betting News,"After years of being the picture of mediocrity, the Chicago Bulls finally decided to tear it all down. They traded DeMar DeRozan before the ",,-25,"After years of being the picture of mediocrity, the Chicago Bulls finally decided to tear it all down. They traded DeMar DeRozan before the 2024-25 season, dealt Zach LaVine midway through that season, and finished the d"
,https://sportsbook.draftkings.com/event/chi-bulls-%2540-sac-kings/33762033,"12:56 PM · Mar 05, 2026","After years of being the picture of mediocrity, the Chicago Bulls finally decided to tear it all down. They traded DeMar DeRozan before the ",,-25,"After years of being the picture of mediocrity, the Chicago Bulls finally decided to tear it all down. They traded DeMar DeRozan before the 2024-25 season, dealt Zach LaVine midway through that season, and finished the d"
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,POPULAR,,,+128,+128
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,POPULAR,,,+256,+256
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,Shootout With a Finish ♨️,,,+128,+128
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,Shootout With a Finish ♨️,,,+256,+256
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,Shootout With a Finish ♨️,,,+246,+246
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,Spoilin’ the Party,,,+256,+256
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,Defense Drives the Win,,,+246,+246
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,Home Heat + High Total,,,+305,+305
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,"Big Totals, Bold Finish 🧨",,,+196,+196
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,"Road Win, Run It Up",,,+200,+200
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,Covered + Cookin’ 👨‍🍳,,,+234,+234
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,🧊 Ice Cold on the Road,,,+238,+238
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,Game,,,+136,+136
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,Spread,,,+136,+136
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,CHA Hornets,,,+136,+136
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,-3.5,,,+136,+136
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,Betting News,"After years of being the picture of mediocrity, the Chicago Bulls finally decided to tear it all down. They traded DeMar DeRozan before the ",,-25,"After years of being the picture of mediocrity, the Chicago Bulls finally decided to tear it all down. They traded DeMar DeRozan before the 2024-25 season, dealt Zach LaVine midway through that season, and finished the d"
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,"5:22 PM · Mar 06, 2026","After years of being the picture of mediocrity, the Chicago Bulls finally decided to tear it all down. They traded DeMar DeRozan before the ",,-25,"After years of being the picture of mediocrity, the Chicago Bulls finally decided to tear it all down. They traded DeMar DeRozan before the 2024-25 season, dealt Zach LaVine midway through that season, and finished the d"
,https://sportsbook.draftkings.com/event/cha-hornets-%2540-pho-suns/33762034,"12:56 PM · Mar 05, 2026","After years of being the picture of mediocrity, the Chicago Bulls finally decided to tear it all down. They traded DeMar DeRozan before the ",,-25,"After years of being the picture of mediocrity, the Chicago Bulls finally decided to tear it all down. They traded DeMar DeRozan before the 2024-25 season, dealt Zach LaVine midway through that season, and finished the d"
